uttid,wav_path,transcription,length_seconds
BAC009S0512W0401,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0512W0401.wav,"{'uttid': 'BAC009S0512W0401', 'text': '把压力转化为动力', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0512W0401.wav', 'rtf': '0.0091'}",2.597
BAC009S0105W0224,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0105W0224.wav,"{'uttid': 'BAC009S0105W0224', 'text': '有一个人一定有另一个人的心理', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0105W0224.wav', 'rtf': '0.0091'}",3.592
BAC009S0707W0165,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0707W0165.wav,"{'uttid': 'BAC009S0707W0165', 'text': '有喜欢的五菱小整两个', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0707W0165.wav', 'rtf': '0.0091'}",3.292
BAC009S0657W0246,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0657W0246.wav,"{'uttid': 'BAC009S0657W0246', 'text': '如何控制中小企业成本', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0657W0246.wav', 'rtf': '0.0091'}",3.442
BAC009S0107W0126,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0107W0126.wav,"{'uttid': 'BAC009S0107W0126', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0107W0126.wav', 'rtf': '0.0091'}",3.022
BAC009S0199W0484,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0199W0484.wav,"{'uttid': 'BAC009S0199W0484', 'text': '嗯这种事情就是', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0199W0484.wav', 'rtf': '0.0091'}",2.937
BAC009S0021W0238,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0021W0238.wav,"{'uttid': 'BAC009S0021W0238', 'text': '以后我睡不着', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0021W0238.wav', 'rtf': '0.0091'}",2.259
BAC009S0166W0319,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0166W0319.wav,"{'uttid': 'BAC009S0166W0319', 'text': '可以研发设备以及软件', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0166W0319.wav', 'rtf': '0.0091'}",3.117
BAC009S0601W0220,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0601W0220.wav,"{'uttid': 'BAC009S0601W0220', 'text': '部分养殖场无法接报', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0601W0220.wav', 'rtf': '0.0091'}",3.797
BAC009S0197W0313,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0197W0313.wav,"{'uttid': 'BAC009S0197W0313', 'text': '这就涉及到活体检测', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0197W0313.wav', 'rtf': '0.0091'}",2.845
BAC009S0222W0466,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0222W0466.wav,"{'uttid': 'BAC009S0222W0466', 'text': '是公安系统备案的一套', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0222W0466.wav', 'rtf': '0.0091'}",3.346
BAC009S0056W0407,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0056W0407.wav,"{'uttid': 'BAC009S0056W0407', 'text': '则启动第二步', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0056W0407.wav', 'rtf': '0.0091'}",2.482
BAC009S0118W0285,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0118W0285.wav,"{'uttid': 'BAC009S0118W0285', 'text': '能否借鉴亚马逊的模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0118W0285.wav', 'rtf': '0.0091'}",3.103
BAC009S0036W0359,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0036W0359.wav,"{'uttid': 'BAC009S0036W0359', 'text': '但他还是控制了力量', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0036W0359.wav', 'rtf': '0.0091'}",2.783
BAC009S0109W0219,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0109W0219.wav,"{'uttid': 'BAC009S0109W0219', 'text': '降低城市的实用性', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0109W0219.wav', 'rtf': '0.0091'}",2.82
BAC009S0168W0255,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0168W0255.wav,"{'uttid': 'BAC009S0168W0255', 'text': '并且他对自己有一定的威胁', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0168W0255.wav', 'rtf': '0.0091'}",2.976
BAC009S0248W0321,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0248W0321.wav,"{'uttid': 'BAC009S0248W0321', 'text': 'TO提升技术降低成本', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0248W0321.wav', 'rtf': '0.0091'}",3.283
BAC009S0224W0354,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0224W0354.wav,"{'uttid': 'BAC009S0224W0354', 'text': '杨建平控制住了情绪', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0224W0354.wav', 'rtf': '0.0091'}",2.686
BAC009S0045W0253,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0045W0253.wav,"{'uttid': 'BAC009S0045W0253', 'text': '设备上此前的音乐数量', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0045W0253.wav', 'rtf': '0.0091'}",3.407
BAC009S0234W0158,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0234W0158.wav,"{'uttid': 'BAC009S0234W0158', 'text': '呀还不够你们幸福吗', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0234W0158.wav', 'rtf': '0.0091'}",3.734
BAC009S0251W0231,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0251W0231.wav,"{'uttid': 'BAC009S0251W0231', 'text': '调整为管理人办法', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0251W0231.wav', 'rtf': '0.0091'}",2.971
BAC009S0120W0327,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0120W0327.wav,"{'uttid': 'BAC009S0120W0327', 'text': '明天就生产安踏鞋柜', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0120W0327.wav', 'rtf': '0.0091'}",2.938
BAC009S0510W0200,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0510W0200.wav,"{'uttid': 'BAC009S0510W0200', 'text': '将于九月份正式启动', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0510W0200.wav', 'rtf': '0.0091'}",3.115
BAC009S0138W0228,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0138W0228.wav,"{'uttid': 'BAC009S0138W0228', 'text': '要切实抓好农业生产', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0138W0228.wav', 'rtf': '0.0091'}",2.979
BAC009S0509W0248,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0509W0248.wav,"{'uttid': 'BAC009S0509W0248', 'text': '以降低房屋的使用成本', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0509W0248.wav', 'rtf': '0.0091'}",3.687
BAC009S0359W0402,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0359W0402.wav,"{'uttid': 'BAC009S0359W0402', 'text': '水立方是个很有潜力的一个词', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0359W0402.wav', 'rtf': '0.0091'}",3.123
BAC009S0148W0493,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0148W0493.wav,"{'uttid': 'BAC009S0148W0493', 'text': '此前组织开展专项检查', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0148W0493.wav', 'rtf': '0.0091'}",3.237
BAC009S0030W0185,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0030W0185.wav,"{'uttid': 'BAC009S0030W0185', 'text': '经营模式如何变革', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0030W0185.wav', 'rtf': '0.0091'}",2.891
BAC009S0082W0286,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0082W0286.wav,"{'uttid': 'BAC009S0082W0286', 'text': '现在的政策是很严峻的', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0082W0286.wav', 'rtf': '0.0091'}",2.846
BAC009S0242W0262,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0242W0262.wav,"{'uttid': 'BAC009S0242W0262', 'text': '在 DREAM的模式下坚持自己', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0242W0262.wav', 'rtf': '0.0091'}",3.35
BAC009S0359W0316,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0359W0316.wav,"{'uttid': 'BAC009S0359W0316', 'text': '但是在我遇到的同学中', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0359W0316.wav', 'rtf': '0.0091'}",3.038
BAC009S0215W0164,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0215W0164.wav,"{'uttid': 'BAC009S0215W0164', 'text': '起大降低了管理成本', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0215W0164.wav', 'rtf': '0.0091'}",2.776
BAC009S0027W0170,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0027W0170.wav,"{'uttid': 'BAC009S0027W0170', 'text': '有企业策略调整的转型', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0027W0170.wav', 'rtf': '0.0091'}",3.477
BAC009S0174W0445,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0174W0445.wav,"{'uttid': 'BAC009S0174W0445', 'text': '但请问你的 LOVE是否真心爱你', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0174W0445.wav', 'rtf': '0.0091'}",3.202
BAC009S0174W0210,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0174W0210.wav,"{'uttid': 'BAC009S0174W0210', 'text': '我就连身材也有 START', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0174W0210.wav', 'rtf': '0.0091'}",3.496
BAC009S0130W0323,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0130W0323.wav,"{'uttid': 'BAC009S0130W0323', 'text': '只能通过备份数据恢复', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0130W0323.wav', 'rtf': '0.0091'}",2.814
BAC009S0241W0320,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0241W0320.wav,"{'uttid': 'BAC009S0241W0320', 'text': '再加上后续维护费用', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0241W0320.wav', 'rtf': '0.0091'}",2.916
BAC009S0345W0131,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0345W0131.wav,"{'uttid': 'BAC009S0345W0131', 'text': '持续优化整个人居系统', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0345W0131.wav', 'rtf': '0.0091'}",3.503
BAC009S0335W0315,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0335W0315.wav,"{'uttid': 'BAC009S0335W0315', 'text': '我想要一个小小的房间', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0335W0315.wav', 'rtf': '0.0091'}",3.509
BAC009S0031W0481,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0031W0481.wav,"{'uttid': 'BAC009S0031W0481', 'text': '因此设置成了 NEW视模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0031W0481.wav', 'rtf': '0.0091'}",3.329
BAC009S0165W0203,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0165W0203.wav,"{'uttid': 'BAC009S0165W0203', 'text': '小型电站运行基本稳定', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0165W0203.wav', 'rtf': '0.0091'}",3.224
BAC009S0162W0168,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0162W0168.wav,"{'uttid': 'BAC009S0162W0168', 'text': '加快商业模式的复兴转型', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0162W0168.wav', 'rtf': '0.0091'}",3.992
BAC009S0058W0281,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0058W0281.wav,"{'uttid': 'BAC009S0058W0281', 'text': '对这才是大学生的生活', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0058W0281.wav', 'rtf': '0.0091'}",2.763
BAC009S0098W0237,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0098W0237.wav,"{'uttid': 'BAC009S0098W0237', 'text': 'AN ENEMY HAS BEEN SLAIN', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0098W0237.wav', 'rtf': '0.0091'}",3.167
BAC009S0226W0459,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0226W0459.wav,"{'uttid': 'BAC009S0226W0459', 'text': '非法控制近十小时', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0226W0459.wav', 'rtf': '0.0091'}",3.226
BAC009S0111W0122,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0111W0122.wav,"{'uttid': 'BAC009S0111W0122', 'text': '国家主席习近平主席', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0111W0122.wav', 'rtf': '0.0091'}",3.123
BAC009S0213W0359,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0213W0359.wav,"{'uttid': 'BAC009S0213W0359', 'text': '八月初才恢复期考试呢', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0213W0359.wav', 'rtf': '0.0091'}",2.987
BAC009S0138W0174,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0138W0174.wav,"{'uttid': 'BAC009S0138W0174', 'text': '如三六零的检测还发现', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0138W0174.wav', 'rtf': '0.0091'}",3.157
BAC009S0043W0333,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0043W0333.wav,"{'uttid': 'BAC009S0043W0333', 'text': '我方禁用英雄', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0043W0333.wav', 'rtf': '0.0091'}",2.705
BAC009S0352W0286,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0352W0286.wav,"{'uttid': 'BAC009S0352W0286', 'text': '并参观了一三生产线', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0352W0286.wav', 'rtf': '0.0091'}",3.435
BAC009S0207W0285,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0207W0285.wav,"{'uttid': 'BAC009S0207W0285', 'text': '触屏部分需要无 HOME清理', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0207W0285.wav', 'rtf': '0.0091'}",3.851
BAC009S0021W0155,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0021W0155.wav,"{'uttid': 'BAC009S0021W0155', 'text': '在家可能从四 G显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0021W0155.wav', 'rtf': '0.0091'}",2.73
BAC009S0659W0303,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0659W0303.wav,"{'uttid': 'BAC009S0659W0303', 'text': '大家一起读的都是英文的数学', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0659W0303.wav', 'rtf': '0.0091'}",2.794
BAC009S0084W0182,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0084W0182.wav,"{'uttid': 'BAC009S0084W0182', 'text': '可随时 DELETE多种镜头', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0084W0182.wav', 'rtf': '0.0091'}",3.053
BAC009S0348W0164,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0348W0164.wav,"{'uttid': 'BAC009S0348W0164', 'text': '施工未见', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0348W0164.wav', 'rtf': '0.0091'}",2.745
BAC009S0051W0166,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0051W0166.wav,"{'uttid': 'BAC009S0051W0166', 'text': '二月房价数据继续走低', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0051W0166.wav', 'rtf': '0.0091'}",3.423
BAC009S0517W0271,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0517W0271.wav,"{'uttid': 'BAC009S0517W0271', 'text': '放在智能穿戴设备上', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0517W0271.wav', 'rtf': '0.0091'}",2.807
BAC009S0065W0299,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0065W0299.wav,"{'uttid': 'BAC009S0065W0299', 'text': '不需要 PUBLIC语言的工作', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0065W0299.wav', 'rtf': '0.0091'}",3.07
BAC009S0004W0351,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0004W0351.wav,"{'uttid': 'BAC009S0004W0351', 'text': '我方高地防御塔正在被攻击', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0004W0351.wav', 'rtf': '0.0091'}",2.745
BAC009S0181W0166,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0181W0166.wav,"{'uttid': 'BAC009S0181W0166', 'text': '持续调整保障房政策', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0181W0166.wav', 'rtf': '0.0091'}",3.223
BAC009S0097W0142,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0097W0142.wav,"{'uttid': 'BAC009S0097W0142', 'text': '国家统计局数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0097W0142.wav', 'rtf': '0.0091'}",3.07
BAC009S0226W0185,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0226W0185.wav,"{'uttid': 'BAC009S0226W0185', 'text': '来自廊坊的数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0226W0185.wav', 'rtf': '0.0091'}",3.696
BAC009S0657W0285,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0657W0285.wav,"{'uttid': 'BAC009S0657W0285', 'text': '必须是封闭的生态系统', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0657W0285.wav', 'rtf': '0.0091'}",3.384
BAC009S0213W0325,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0213W0325.wav,"{'uttid': 'BAC009S0213W0325', 'text': '正进行产品结构调整', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0213W0325.wav', 'rtf': '0.0091'}",2.855
BAC009S0235W0235,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0235W0235.wav,"{'uttid': 'BAC009S0235W0235', 'text': '通过对监管政策的调整', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0235W0235.wav', 'rtf': '0.0091'}",3.141
BAC009S0006W0358,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0006W0358.wav,"{'uttid': 'BAC009S0006W0358', 'text': '嗯那你感觉习惯在哪里', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0006W0358.wav', 'rtf': '0.0091'}",3.429
BAC009S0344W0438,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0344W0438.wav,"{'uttid': 'BAC009S0344W0438', 'text': '面对交警执法检查时', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0344W0438.wav', 'rtf': '0.0091'}",3.12
BAC009S0007W0484,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0007W0484.wav,"{'uttid': 'BAC009S0007W0484', 'text': '司机已经被警方控制了', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0007W0484.wav', 'rtf': '0.0091'}",3.115
BAC009S0008W0195,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0008W0195.wav,"{'uttid': 'BAC009S0008W0195', 'text': '开展产险行业整体测试', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0008W0195.wav', 'rtf': '0.0091'}",3.501
BAC009S0336W0258,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0336W0258.wav,"{'uttid': 'BAC009S0336W0258', 'text': '二零零九年十月十三日', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0336W0258.wav', 'rtf': '0.0091'}",3.294
BAC009S0108W0225,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0108W0225.wav,"{'uttid': 'BAC009S0108W0225', 'text': '上交所调整了上市准备', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0108W0225.wav', 'rtf': '0.0091'}",2.837
BAC009S0597W0402,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0597W0402.wav,"{'uttid': 'BAC009S0597W0402', 'text': 'AN ALLY HAS BEEN SLAIN', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0597W0402.wav', 'rtf': '0.0091'}",2.717
BAC009S0197W0308,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0197W0308.wav,"{'uttid': 'BAC009S0197W0308', 'text': 'TOOL大量数据进行优化', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0197W0308.wav', 'rtf': '0.0091'}",3.5
BAC009S0117W0147,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0117W0147.wav,"{'uttid': 'BAC009S0117W0147', 'text': '亚豪机构统计数据显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0117W0147.wav', 'rtf': '0.0091'}",3.284
BAC009S0166W0320,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0166W0320.wav,"{'uttid': 'BAC009S0166W0320', 'text': '检测老人在家的活动', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0166W0320.wav', 'rtf': '0.0091'}",2.76
BAC009S0711W0163,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0711W0163.wav,"{'uttid': 'BAC009S0711W0163', 'text': '整体运行呈上行趋势', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0711W0163.wav', 'rtf': '0.0091'}",3.591
BAC009S0228W0453,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0228W0453.wav,"{'uttid': 'BAC009S0228W0453', 'text': '洋人街索道已暂停使用', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0228W0453.wav', 'rtf': '0.0091'}",3.985
BAC009S0089W0154,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0089W0154.wav,"{'uttid': 'BAC009S0089W0154', 'text': 'MEET北京设定的上限', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0089W0154.wav', 'rtf': '0.0091'}",2.758
BAC009S0598W0178,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0598W0178.wav,"{'uttid': 'BAC009S0598W0178', 'text': '这个就比较小了人机真的是比较少', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0598W0178.wav', 'rtf': '0.0091'}",3.75
BAC009S0514W0188,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0514W0188.wav,"{'uttid': 'BAC009S0514W0188', 'text': '十一长假我开心过日子', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0514W0188.wav', 'rtf': '0.0091'}",2.837
BAC009S0511W0151,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0511W0151.wav,"{'uttid': 'BAC009S0511W0151', 'text': '这里民间不限制显示', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0511W0151.wav', 'rtf': '0.0091'}",3.173
BAC009S0075W0220,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0075W0220.wav,"{'uttid': 'BAC009S0075W0220', 'text': '加大在线支付 SPECIFIC', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0075W0220.wav', 'rtf': '0.0091'}",3.831
BAC009S0339W0336,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0339W0336.wav,"{'uttid': 'BAC009S0339W0336', 'text': '同时做好生产线改造', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0339W0336.wav', 'rtf': '0.0091'}",2.942
BAC009S0656W0129,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0656W0129.wav,"{'uttid': 'BAC009S0656W0129', 'text': '通过降低一手复盘频率', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0656W0129.wav', 'rtf': '0.0091'}",3.33
BAC009S0225W0278,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0225W0278.wav,"{'uttid': 'BAC009S0225W0278', 'text': '但真正的 HOPE是相等的', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0225W0278.wav', 'rtf': '0.0091'}",3.299
BAC009S0100W0192,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0100W0192.wav,"{'uttid': 'BAC009S0100W0192', 'text': '单位联合发文的模式', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0100W0192.wav', 'rtf': '0.0091'}",3.162
BAC009S0351W0156,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0351W0156.wav,"{'uttid': 'BAC009S0351W0156', 'text': '杜诗两市近期股市调整', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0351W0156.wav', 'rtf': '0.0091'}",3.803
BAC009S0146W0175,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0146W0175.wav,"{'uttid': 'BAC009S0146W0175', 'text': '但降低首付作用有限', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0146W0175.wav', 'rtf': '0.0091'}",3.133
BAC009S0043W0273,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0043W0273.wav,"{'uttid': 'BAC009S0043W0273', 'text': 'AN ALLY HAS BEEN SLAIN', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0043W0273.wav', 'rtf': '0.0091'}",2.899
BAC009S0596W0147,audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0596W0147.wav,"{'uttid': 'BAC009S0596W0147', 'text': 'AN ALLY HAS BEEN SLAIN', 'wav': 'audio/output_wavs_noisy_factory-machine-noise_SNR30/BAC009S0596W0147.wav', 'rtf': '0.0091'}",3.282
